city,Latitude,Longitude,time_iso8601,weather_code_wmo_code,temperature_2m_max_deg_C,temperature_2m_min_deg_C,temperature_2m_mean_deg_C,apparent_temperature_max_deg_C,apparent_temperature_min_deg_C,apparent_temperature_mean_deg_C,sunrise_iso8601,sunset_iso8601,daylight_duration_s,sunshine_duration_s,precipitation_sum_mm,rain_sum_mm,snowfall_sum_cm,precipitation_hours_h,wind_speed_10m_max_km_per_h,wind_gusts_10m_max_km_per_h,wind_direction_10m_dominant_deg_,shortwave_radiation_sum_MJ_per_msq,et0_fao_evapotranspiration_mm
Cologne,43.7218277,0.9774958,2024-02-07,53,15.0,1.6,8.2,13.4,-1.6,5.9,2024-02-07T07:06,2024-02-07T17:14,36475.1,29986.67,0.6,0.6,0.0,2.0,12.7,23.0,190,9.7,1.41
Cologne,43.7218277,0.9774958,2024-02-08,51,18.0,7.4,12.6,15.7,5.0,10.5,2024-02-08T07:04,2024-02-08T17:15,36634.4,22282.13,0.7,0.7,0.0,4.0,18.7,34.6,149,7.62,1.58
Cologne,43.7218277,0.9774958,2024-02-09,51,15.9,10.2,11.8,13.4,6.6,8.9,2024-02-09T07:03,2024-02-09T17:16,36795.52,15466.92,1.1,1.1,0.0,5.0,20.9,33.8,131,5.93,1.5
Cologne,43.7218277,0.9774958,2024-02-10,61,10.7,6.2,8.6,8.1,1.1,4.0,2024-02-10T07:02,2024-02-10T17:18,36958.32,6824.05,11.4,11.4,0.0,18.0,44.4,78.8,266,3.92,0.9
Cologne,43.7218277,0.9774958,2024-02-11,61,10.2,4.2,7.5,5.3,0.6,2.6,2024-02-11T07:00,2024-02-11T17:19,37122.59,32057.21,4.3,4.3,0.0,10.0,36.5,61.9,263,8.47,1.25
Cologne,43.7218277,0.9774958,2024-02-12,63,11.5,4.3,7.8,7.8,1.5,4.2,2024-02-12T06:59,2024-02-12T17:20,37288.16,5624.4,9.0,9.0,0.0,15.0,40.7,71.3,245,3.34,0.66
Cologne,43.7218277,0.9774958,2024-02-13,3,15.4,3.9,8.3,14.5,0.9,6.3,2024-02-13T06:58,2024-02-13T17:22,37454.88,29910.5,0.0,0.0,0.0,0.0,11.8,23.0,121,11.07,1.44
Cologne,43.7218277,0.9774958,2024-02-14,3,18.5,5.2,11.2,17.0,2.5,8.8,2024-02-14T06:56,2024-02-14T17:23,37622.56,30998.99,0.0,0.0,0.0,0.0,22.0,36.7,119,12.1,2.1
Cologne,43.7218277,0.9774958,2024-02-15,3,15.8,10.2,12.3,11.8,5.4,8.3,2024-02-15T06:55,2024-02-15T17:25,37791.05,31862.81,0.0,0.0,0.0,0.0,37.1,63.4,123,9.66,1.69
Cologne,43.7218277,0.9774958,2024-02-16,63,11.8,8.9,10.8,10.3,6.9,8.6,2024-02-16T06:53,2024-02-16T17:26,37960.18,0.0,20.9,20.9,0.0,22.0,21.0,37.4,273,2.46,0.48
Cologne,43.7218277,0.9774958,2024-02-17,51,12.9,5.0,8.9,10.3,1.9,6.5,2024-02-17T06:52,2024-02-17T17:27,38129.8,33278.57,0.1,0.1,0.0,1.0,15.3,30.2,296,9.76,1.39
Cologne,43.7218277,0.9774958,2024-02-18,51,13.4,2.2,8.4,11.3,-0.9,6.0,2024-02-18T06:50,2024-02-18T17:29,38299.76,26367.25,0.6,0.6,0.0,3.0,11.6,22.0,272,9.87,1.43
Cologne,43.7218277,0.9774958,2024-02-19,51,12.8,8.4,10.2,9.9,6.3,8.0,2024-02-19T06:49,2024-02-19T17:30,38469.9,16869.46,0.4,0.4,0.0,4.0,16.5,30.6,296,6.8,1.08
Cologne,43.7218277,0.9774958,2024-02-20,51,12.4,4.5,8.6,10.0,1.8,5.9,2024-02-20T06:47,2024-02-20T17:31,38640.08,28599.97,0.1,0.1,0.0,1.0,17.1,29.2,303,8.48,1.32
Cologne,43.7218277,0.9774958,2024-02-21,51,16.4,3.8,9.7,14.7,0.7,7.5,2024-02-21T06:46,2024-02-21T17:33,38810.14,14326.87,0.1,0.1,0.0,1.0,11.5,20.2,153,7.8,1.4
Dortmund,51.5142273,7.4652789,2024-01-01,61,7.6,5.6,6.6,2.4,0.5,1.5,2024-01-01T07:35,2024-01-01T15:31,28534.25,10303.4,2.1,2.1,0.0,6.0,30.0,56.2,223,1.86,0.86
Dortmund,51.5142273,7.4652789,2024-01-02,63,11.3,6.0,9.3,7.0,0.6,4.4,2024-01-02T07:35,2024-01-02T15:32,28604.8,0.0,23.0,23.0,0.0,21.0,38.2,78.1,210,0.6,0.63
Dortmund,51.5142273,7.4652789,2024-01-03,61,9.7,7.3,8.5,4.6,2.2,3.4,2024-01-03T07:35,2024-01-03T15:33,28681.16,4369.91,9.5,9.5,0.0,16.0,37.2,68.0,235,1.26,0.68
Dortmund,51.5142273,7.4652789,2024-01-04,53,7.2,5.1,6.7,3.3,2.0,2.7,2024-01-04T07:35,2024-01-04T15:34,28763.18,280.04,5.5,5.5,0.0,17.0,27.5,50.8,250,0.67,0.25
Dortmund,51.5142273,7.4652789,2024-01-05,53,8.1,6.1,7.2,3.7,2.1,2.8,2024-01-05T07:34,2024-01-05T15:35,28850.7,7283.05,1.4,1.4,0.0,4.0,26.6,49.0,204,1.61,0.72
Dortmund,51.5142273,7.4652789,2024-01-06,51,6.1,1.2,3.3,3.1,-2.3,0.1,2024-01-06T07:34,2024-01-06T15:36,28943.56,0.0,1.6,1.6,0.0,14.0,12.7,26.6,308,0.62,0.18
Dortmund,51.5142273,7.4652789,2024-01-07,71,1.2,-2.9,-0.6,-2.4,-8.5,-5.8,2024-01-07T07:34,2024-01-07T15:38,29041.61,14608.74,0.3,0.2,0.07,2.0,25.1,48.6,43,2.83,0.55
Dortmund,51.5142273,7.4652789,2024-01-08,3,-2.2,-5.8,-3.7,-8.2,-11.9,-9.9,2024-01-08T07:33,2024-01-08T15:39,29144.7,21458.04,0.0,0.0,0.0,0.0,25.1,47.5,54,4.13,0.83
Dortmund,51.5142273,7.4652789,2024-01-09,0,-1.3,-6.3,-4.7,-7.8,-12.4,-10.8,2024-01-09T07:33,2024-01-09T15:40,29252.66,24230.59,0.0,0.0,0.0,0.0,20.4,39.2,60,4.82,1.06
Dortmund,51.5142273,7.4652789,2024-01-10,0,0.6,-6.4,-4.2,-4.6,-11.8,-9.3,2024-01-10T07:32,2024-01-10T15:42,29365.33,24328.31,0.0,0.0,0.0,0.0,14.1,27.0,63,4.58,0.89
Dortmund,51.5142273,7.4652789,2024-01-11,3,-0.5,-7.1,-3.7,-4.3,-11.2,-7.5,2024-01-11T07:32,2024-01-11T15:43,29482.57,24371.29,0.0,0.0,0.0,0.0,7.4,16.6,42,4.51,0.38
Dortmund,51.5142273,7.4652789,2024-01-12,51,1.2,-1.3,0.1,-2.4,-4.4,-3.3,2024-01-12T07:31,2024-01-12T15:44,29604.2,0.0,0.1,0.1,0.0,1.0,11.6,21.6,251,1.39,0.18
Dortmund,51.5142273,7.4652789,2024-01-13,51,2.2,0.5,1.2,-2.6,-4.2,-3.4,2024-01-13T07:30,2024-01-13T15:46,29730.34,0.0,0.6,0.6,0.0,6.0,22.1,39.6,243,0.88,0.16
Dortmund,51.5142273,7.4652789,2024-01-14,73,1.2,-0.4,0.4,-3.6,-5.9,-4.9,2024-01-14T07:30,2024-01-14T15:47,29862.39,0.0,1.6,0.3,0.91,5.0,22.7,41.8,241,1.03,0.19
Dortmund,51.5142273,7.4652789,2024-01-15,73,1.9,-1.5,0.1,-3.9,-6.8,-5.4,2024-01-15T07:29,2024-01-15T15:49,30000.29,5374.03,4.3,0.0,3.01,16.0,24.9,50.0,256,2.78,0.37
Dortmund,51.5142273,7.4652789,2024-01-16,71,0.4,-4.5,-1.7,-4.6,-9.2,-6.8,2024-01-16T07:28,2024-01-16T15:50,30143.75,13044.82,0.6,0.0,0.42,4.0,19.7,37.1,230,3.55,0.39
Dortmund,51.5142273,7.4652789,2024-01-17,75,0.9,-4.8,-2.4,-2.2,-9.6,-6.2,2024-01-17T07:27,2024-01-17T15:52,30292.46,0.0,5.1,0.0,3.57,10.0,13.0,22.7,149,1.32,0.26
Dortmund,51.5142273,7.4652789,2024-01-18,71,0.8,-6.6,-3.2,-2.7,-11.0,-6.9,2024-01-18T07:26,2024-01-18T15:53,30446.14,25330.17,0.7,0.0,0.49,5.0,10.1,16.6,264,5.5,0.38
Dortmund,51.5142273,7.4652789,2024-01-19,3,-0.2,-5.1,-2.4,-4.6,-9.7,-7.3,2024-01-19T07:25,2024-01-19T15:55,30604.47,25007.79,0.0,0.0,0.0,0.0,20.4,37.1,227,5.38,0.34
Dortmund,51.5142273,7.4652789,2024-01-20,3,0.3,-4.2,-2.1,-4.1,-9.5,-7.3,2024-01-20T07:24,2024-01-20T15:57,30767.17,25863.14,0.0,0.0,0.0,0.0,21.0,37.1,206,5.55,0.68
Dortmund,51.5142273,7.4652789,2024-01-21,3,6.0,-0.2,2.8,-0.6,-7.5,-3.9,2024-01-21T07:23,2024-01-21T15:58,30933.97,7200.0,0.0,0.0,0.0,0.0,34.8,64.4,194,2.51,1.31
Dortmund,51.5142273,7.4652789,2024-01-22,71,10.4,5.2,7.8,4.7,-0.7,1.8,2024-01-22T07:22,2024-01-22T16:00,31104.58,4541.92,11.4,11.3,0.07,14.0,40.7,74.9,226,1.58,0.83
Dortmund,51.5142273,7.4652789,2024-01-23,53,10.3,4.4,6.3,5.1,-0.8,1.0,2024-01-23T07:21,2024-01-23T16:02,31278.72,15273.47,3.8,3.8,0.0,12.0,34.1,62.6,234,3.51,0.76
Dortmund,51.5142273,7.4652789,2024-01-24,53,12.4,6.2,9.5,6.8,1.8,3.9,2024-01-24T07:19,2024-01-24T16:04,31456.15,19412.65,2.1,2.1,0.0,11.0,40.2,83.5,251,3.93,1.21
Dortmund,51.5142273,7.4652789,2024-01-25,51,8.7,3.2,6.5,5.4,-0.4,3.1,2024-01-25T07:18,2024-01-25T16:05,31636.59,21465.61,0.7,0.7,0.0,4.0,19.5,37.8,234,4.26,0.57
Dortmund,51.5142273,7.4652789,2024-01-26,61,10.4,2.1,7.5,6.2,-2.1,3.2,2024-01-26T07:17,2024-01-26T16:07,31819.79,11056.39,4.4,4.4,0.0,8.0,32.2,67.3,247,2.24,0.62
Dortmund,51.5142273,7.4652789,2024-01-27,1,7.2,0.6,2.6,3.5,-3.5,-1.2,2024-01-27T07:16,2024-01-27T16:09,32005.49,27151.24,0.0,0.0,0.0,0.0,14.8,28.4,218,6.17,0.65
Dortmund,51.5142273,7.4652789,2024-01-28,2,11.6,1.0,6.5,8.6,-3.0,1.8,2024-01-28T07:14,2024-01-28T16:11,32193.47,27373.48,0.0,0.0,0.0,0.0,22.7,40.0,167,6.4,1.9
Dortmund,51.5142273,7.4652789,2024-01-29,2,12.4,6.8,8.9,10.2,2.5,5.1,2024-01-29T07:13,2024-01-29T16:12,32383.48,23261.46,0.0,0.0,0.0,0.0,22.0,39.6,192,5.8,1.51
Dortmund,51.5142273,7.4652789,2024-01-30,51,12.7,7.0,9.1,9.8,3.5,5.5,2024-01-30T07:11,2024-01-30T16:14,32575.3,11266.53,0.2,0.2,0.0,2.0,25.0,46.4,222,3.51,0.97
Dortmund,51.5142273,7.4652789,2024-01-31,51,7.3,4.4,5.9,3.9,-0.9,2.0,2024-01-31T07:10,2024-01-31T16:16,32768.7,1719.64,0.2,0.2,0.0,2.0,24.8,45.7,237,2.61,0.72
Dortmund,51.5142273,7.4652789,2024-02-01,61,7.8,3.0,6.2,4.4,-0.8,2.3,2024-02-01T07:09,2024-02-01T16:18,32963.46,22757.25,4.1,4.1,0.0,6.0,24.4,44.6,263,5.58,0.78
Dortmund,51.5142273,7.4652789,2024-02-02,51,8.3,3.0,6.3,4.1,-0.7,1.6,2024-02-02T07:07,2024-02-02T16:19,33159.73,0.0,0.5,0.5,0.0,5.0,27.4,50.4,237,2.6,0.77
Dortmund,51.5142273,7.4652789,2024-02-03,53,9.7,7.5,8.5,6.2,3.2,4.7,2024-02-03T07:05,2024-02-03T16:21,33359.48,0.0,4.0,4.0,0.0,18.0,23.8,43.9,244,0.85,0.26
Dortmund,51.5142273,7.4652789,2024-02-04,61,10.5,8.7,9.4,6.0,4.0,5.2,2024-02-04T07:04,2024-02-04T16:23,33562.79,0.0,10.1,10.1,0.0,23.0,30.9,56.9,250,1.34,0.35
Dortmund,51.5142273,7.4652789,2024-02-05,51,10.6,7.4,8.7,5.5,2.0,3.6,2024-02-05T07:02,2024-02-05T16:25,33769.35,13225.84,0.6,0.6,0.0,4.0,35.1,65.2,243,4.37,1.05
Dortmund,51.5142273,7.4652789,2024-02-06,53,9.5,7.6,8.7,4.3,2.5,3.5,2024-02-06T07:01,2024-02-06T16:27,33978.93,0.0,2.8,2.8,0.0,16.0,32.1,66.6,230,1.13,0.8
Dortmund,51.5142273,7.4652789,2024-02-07,73,9.6,-0.5,4.4,4.6,-4.1,1.3,2024-02-07T06:59,2024-02-07T16:29,34191.23,0.0,13.0,11.8,0.84,11.0,36.1,70.2,243,1.41,0.32
Dortmund,51.5142273,7.4652789,2024-02-08,61,10.5,-0.5,4.1,7.3,-4.0,1.1,2024-02-08T06:57,2024-02-08T16:30,34406.0,0.0,10.7,10.7,0.0,14.0,20.6,37.8,111,1.15,0.24
Dortmund,51.5142273,7.4652789,2024-02-09,61,12.9,9.6,10.6,10.0,6.0,7.4,2024-02-09T06:55,2024-02-09T16:32,34623.0,16443.43,7.1,7.1,0.0,14.0,25.1,47.9,198,4.17,0.85
Dortmund,51.5142273,7.4652789,2024-02-10,61,14.0,7.9,10.6,12.3,5.1,8.5,2024-02-10T06:54,2024-02-10T16:34,34841.97,25921.56,3.8,3.8,0.0,5.0,17.8,33.8,154,6.21,0.91
Dortmund,51.5142273,7.4652789,2024-02-11,51,10.1,5.4,8.0,8.1,2.6,5.4,2024-02-11T06:52,2024-02-11T16:36,35062.68,1140.31,0.1,0.1,0.0,1.0,20.3,38.5,217,2.42,0.48
Dortmund,51.5142273,7.4652789,2024-02-12,53,8.3,2.9,5.9,5.1,-0.4,2.8,2024-02-12T06:50,2024-02-12T16:38,35284.89,10800.0,2.5,2.5,0.0,13.0,15.8,33.1,248,3.25,0.44
Dortmund,51.5142273,7.4652789,2024-02-13,51,8.7,2.5,5.6,4.5,-1.7,1.6,2024-02-13T06:48,2024-02-13T16:40,35508.39,15800.56,0.2,0.2,0.0,2.0,22.1,41.8,215,5.45,0.9
Dortmund,51.5142273,7.4652789,2024-02-14,61,12.0,8.0,10.1,8.8,3.0,6.5,2024-02-14T06:46,2024-02-14T16:41,35732.96,592.25,6.3,6.3,0.0,14.0,25.8,46.8,217,2.32,0.74
Dortmund,51.5142273,7.4652789,2024-02-15,61,15.2,10.5,12.5,13.2,8.1,9.8,2024-02-15T06:44,2024-02-15T16:43,35958.36,7962.94,2.6,2.6,0.0,6.0,22.9,40.7,191,4.1,1.17
Dortmund,51.5142273,7.4652789,2024-02-16,53,15.3,9.5,12.3,12.1,7.3,9.4,2024-02-16T06:42,2024-02-16T16:45,36184.4,11029.73,2.4,2.4,0.0,13.0,25.0,49.0,223,4.04,1.22
Dortmund,51.5142273,7.4652789,2024-02-17,53,11.0,6.6,8.5,8.8,4.5,6.2,2024-02-17T06:40,2024-02-17T16:47,36410.87,7073.69,1.2,1.2,0.0,5.0,14.0,27.7,244,3.37,0.47
Dortmund,51.5142273,7.4652789,2024-02-18,61,9.9,7.7,8.6,6.9,3.3,4.4,2024-02-18T06:38,2024-02-18T16:49,36637.58,0.0,8.3,8.3,0.0,16.0,34.0,62.3,220,1.41,0.65
Dortmund,51.5142273,7.4652789,2024-02-19,61,10.3,7.1,8.2,6.7,3.1,4.7,2024-02-19T06:36,2024-02-19T16:51,36864.32,10895.7,5.6,5.6,0.0,19.0,24.8,53.3,268,4.15,0.6
Dortmund,51.5142273,7.4652789,2024-02-20,51,10.3,4.7,7.5,6.4,1.8,3.7,2024-02-20T06:34,2024-02-20T16:52,37090.92,13085.59,0.4,0.4,0.0,2.0,23.1,45.4,242,5.67,0.96
Dortmund,51.5142273,7.4652789,2024-02-21,55,10.3,7.7,8.7,6.4,3.1,4.3,2024-02-21T06:32,2024-02-21T16:54,37317.17,1200.71,5.4,5.4,0.0,11.0,28.4,52.2,210,3.93,1.09
Leipzig,51.3406321,12.3747329,2024-01-01,51,8.0,3.2,5.9,3.3,-0.6,1.4,2024-01-01T07:15,2024-01-01T15:12,28617.27,17228.88,0.4,0.4,0.0,2.0,22.8,41.0,228,2.78,0.79
Leipzig,51.3406321,12.3747329,2024-01-02,61,9.0,2.6,6.5,4.7,-1.1,2.4,2024-01-02T07:15,2024-01-02T15:13,28687.34,0.0,17.1,17.1,0.0,19.0,25.5,45.7,202,0.63,0.41
Leipzig,51.3406321,12.3747329,2024-01-03,61,10.2,7.2,8.9,5.2,2.7,4.3,2024-01-03T07:14,2024-01-03T15:14,28763.19,13010.83,4.2,4.2,0.0,8.0,29.2,58.3,232,2.17,0.92
Leipzig,51.3406321,12.3747329,2024-01-04,61,7.9,2.1,5.6,3.0,-0.9,1.1,2024-01-04T07:14,2024-01-04T15:15,28844.66,6033.75,4.0,4.0,0.0,11.0,31.4,57.6,270,1.91,0.63
Leipzig,51.3406321,12.3747329,2024-01-05,51,8.0,2.0,4.7,4.8,-1.1,1.6,2024-01-05T07:14,2024-01-05T15:16,28931.59,7375.59,0.2,0.2,0.0,2.0,17.3,29.9,181,2.48,0.35
Leipzig,51.3406321,12.3747329,2024-01-06,3,5.3,-0.4,2.0,3.2,-5.3,-1.4,2024-01-06T07:14,2024-01-06T15:18,29023.83,10361.82,0.0,0.0,0.0,0.0,17.1,31.0,78,2.45,0.28
Leipzig,51.3406321,12.3747329,2024-01-07,73,-0.7,-5.1,-2.2,-5.7,-10.7,-7.7,2024-01-07T07:13,2024-01-07T15:19,29121.23,38.3,0.7,0.0,0.49,5.0,22.6,42.1,28,1.95,0.55
Leipzig,51.3406321,12.3747329,2024-01-08,3,-4.8,-8.3,-6.7,-10.8,-13.4,-12.3,2024-01-08T07:13,2024-01-08T15:20,29223.63,20295.87,0.0,0.0,0.0,0.0,18.2,35.6,43,3.96,0.62
Leipzig,51.3406321,12.3747329,2024-01-09,0,-4.9,-10.2,-7.9,-10.3,-15.4,-13.0,2024-01-09T07:12,2024-01-09T15:21,29330.87,24162.52,0.0,0.0,0.0,0.0,14.5,27.7,53,4.78,0.48
Leipzig,51.3406321,12.3747329,2024-01-10,0,-1.2,-9.7,-6.6,-5.9,-14.6,-11.2,2024-01-10T07:12,2024-01-10T15:23,29442.8,24305.75,0.0,0.0,0.0,0.0,10.4,20.9,58,4.79,0.51
Leipzig,51.3406321,12.3747329,2024-01-11,3,-1.1,-9.3,-4.8,-5.1,-13.6,-9.0,2024-01-11T07:11,2024-01-11T15:24,29559.27,21600.0,0.0,0.0,0.0,0.0,13.7,25.9,294,4.34,0.39
Leipzig,51.3406321,12.3747329,2024-01-12,3,0.3,-1.8,-0.7,-3.8,-5.4,-4.8,2024-01-12T07:11,2024-01-12T15:25,29680.1,0.0,0.0,0.0,0.0,0.0,17.9,31.0,265,1.38,0.18
Leipzig,51.3406321,12.3747329,2024-01-13,51,2.0,-0.2,1.0,-3.0,-5.1,-4.3,2024-01-13T07:10,2024-01-13T15:27,29805.43,0.0,0.1,0.1,0.0,1.0,25.7,46.1,251,1.15,0.41
Leipzig,51.3406321,12.3747329,2024-01-14,71,2.8,0.3,1.3,-2.5,-6.3,-4.4,2024-01-14T07:09,2024-01-14T15:28,29936.62,356.69,2.3,1.1,0.84,14.0,27.7,48.6,253,1.44,0.47
Leipzig,51.3406321,12.3747329,2024-01-15,73,2.3,-0.6,0.8,-4.6,-6.5,-5.6,2024-01-15T07:09,2024-01-15T15:30,30073.64,11140.66,2.6,0.0,1.82,12.0,34.6,63.0,256,2.92,0.86
Leipzig,51.3406321,12.3747329,2024-01-16,73,1.6,-3.3,-0.5,-4.0,-7.6,-5.8,2024-01-16T07:08,2024-01-16T15:31,30216.19,18616.21,1.5,0.0,1.05,7.0,24.2,43.2,252,3.74,0.65
Leipzig,51.3406321,12.3747329,2024-01-17,75,2.4,-3.8,-1.1,-1.7,-8.5,-5.2,2024-01-17T07:07,2024-01-17T15:33,30363.96,10800.0,6.8,0.6,4.34,10.0,13.2,23.4,173,2.96,0.4
Leipzig,51.3406321,12.3747329,2024-01-18,73,-0.7,-5.3,-2.4,-4.6,-9.6,-6.3,2024-01-18T07:06,2024-01-18T15:34,30516.65,0.0,2.6,0.0,1.82,11.0,13.5,24.1,323,1.97,0.19
Leipzig,51.3406321,12.3747329,2024-01-19,1,-1.3,-6.1,-3.8,-6.6,-11.3,-9.1,2024-01-19T07:05,2024-01-19T15:36,30673.99,25744.65,0.0,0.0,0.0,0.0,22.4,40.0,242,5.47,0.35
Leipzig,51.3406321,12.3747329,2024-01-20,2,-0.3,-6.1,-3.0,-5.5,-10.7,-8.3,2024-01-20T07:04,2024-01-20T15:38,30835.68,25904.73,0.0,0.0,0.0,0.0,21.6,38.5,240,5.68,0.5
Leipzig,51.3406321,12.3747329,2024-01-21,3,2.8,-6.2,-0.9,-2.2,-10.9,-6.3,2024-01-21T07:03,2024-01-21T15:39,31001.44,14278.58,0.0,0.0,0.0,0.0,21.7,38.9,201,3.92,0.86
Leipzig,51.3406321,12.3747329,2024-01-22,55,9.7,3.6,6.3,5.0,-1.9,1.0,2024-01-22T07:02,2024-01-22T15:41,31170.99,2540.88,1.9,1.9,0.0,4.0,32.6,59.8,222,1.63,0.98
Leipzig,51.3406321,12.3747329,2024-01-23,55,7.5,3.5,5.2,2.1,-1.7,0.1,2024-01-23T07:00,2024-01-23T15:43,31344.07,17715.0,2.0,2.0,0.0,4.0,27.0,50.0,244,3.21,0.86
Leipzig,51.3406321,12.3747329,2024-01-24,61,11.0,5.5,8.7,5.5,0.2,2.7,2024-01-24T06:59,2024-01-24T15:45,31520.41,25209.13,7.7,7.7,0.0,8.0,40.0,72.0,256,4.71,1.39
Leipzig,51.3406321,12.3747329,2024-01-25,51,7.9,0.8,5.1,2.5,-2.5,0.6,2024-01-25T06:58,2024-01-25T15:46,31699.75,5840.55,0.2,0.2,0.0,2.0,28.9,52.9,270,2.8,0.75
Leipzig,51.3406321,12.3747329,2024-01-26,61,10.0,2.2,5.8,5.6,-2.0,1.6,2024-01-26T06:57,2024-01-26T15:48,31881.84,10800.0,3.1,3.1,0.0,4.0,29.6,55.1,249,2.73,0.62
Leipzig,51.3406321,12.3747329,2024-01-27,3,7.1,-0.4,3.1,2.7,-3.8,-1.2,2024-01-27T06:55,2024-01-27T15:50,32066.44,25881.88,0.0,0.0,0.0,0.0,20.6,37.1,266,5.91,0.72
Leipzig,51.3406321,12.3747329,2024-01-28,1,7.9,-2.4,1.9,4.7,-6.4,-2.1,2024-01-28T06:54,2024-01-28T15:52,32253.3,27536.58,0.0,0.0,0.0,0.0,13.4,23.0,168,6.38,0.86
Leipzig,51.3406321,12.3747329,2024-01-29,3,10.5,1.6,5.0,7.1,-3.2,0.7,2024-01-29T06:53,2024-01-29T15:53,32442.18,26918.52,0.0,0.0,0.0,0.0,15.8,27.0,190,6.15,1.34
Leipzig,51.3406321,12.3747329,2024-01-30,51,10.7,2.2,6.0,7.8,-1.5,2.5,2024-01-30T06:51,2024-01-30T15:55,32632.87,20234.82,0.7,0.7,0.0,3.0,14.6,24.8,207,4.78,0.91
Leipzig,51.3406321,12.3747329,2024-01-31,51,7.0,2.9,5.3,4.1,-2.2,1.8,2024-01-31T06:50,2024-01-31T15:57,32825.13,7264.17,0.4,0.4,0.0,4.0,21.7,38.2,248,2.96,0.5
Leipzig,51.3406321,12.3747329,2024-02-01,55,8.5,3.2,5.4,3.8,-1.3,0.8,2024-02-01T06:48,2024-02-01T15:59,33018.76,22307.66,2.3,2.3,0.0,6.0,23.5,41.8,266,5.35,0.96
Leipzig,51.3406321,12.3747329,2024-02-02,51,8.0,3.6,5.8,3.2,-0.8,1.0,2024-02-02T06:47,2024-02-02T16:00,33213.9,0.0,0.1,0.1,0.0,1.0,24.8,43.9,253,1.51,0.94
Leipzig,51.3406321,12.3747329,2024-02-03,53,9.2,7.9,8.6,5.2,3.3,4.0,2024-02-03T06:45,2024-02-03T16:02,33412.5,0.0,1.7,1.7,0.0,10.0,28.7,52.9,256,1.51,0.77
Leipzig,51.3406321,12.3747329,2024-02-04,61,10.3,7.7,8.7,5.6,3.4,4.4,2024-02-04T06:44,2024-02-04T16:04,33614.63,0.0,7.0,7.0,0.0,15.0,33.2,60.1,263,1.9,0.68
Leipzig,51.3406321,12.3747329,2024-02-05,51,11.9,6.9,9.6,6.4,2.0,4.3,2024-02-05T06:42,2024-02-05T16:06,33820.02,17390.63,1.7,1.7,0.0,8.0,38.2,69.1,257,4.43,1.38
Leipzig,51.3406321,12.3747329,2024-02-06,3,10.1,6.9,8.6,4.2,2.0,3.0,2024-02-06T06:40,2024-02-06T16:08,34028.4,6476.05,0.0,0.0,0.0,0.0,35.0,72.0,241,3.18,1.49
Leipzig,51.3406321,12.3747329,2024-02-07,71,9.8,2.2,5.0,4.1,-1.8,1.0,2024-02-07T06:39,2024-02-07T16:09,34239.51,0.0,9.7,9.6,0.07,15.0,34.9,65.5,252,0.91,0.54
Leipzig,51.3406321,12.3747329,2024-02-08,73,5.1,0.9,2.5,2.4,-2.5,-0.5,2024-02-08T06:37,2024-02-08T16:11,34453.08,3171.2,8.3,7.5,0.56,11.0,15.3,25.9,95,2.82,0.39
Leipzig,51.3406321,12.3747329,2024-02-09,53,13.1,2.6,8.7,10.1,-0.1,5.9,2024-02-09T06:35,2024-02-09T16:13,34668.87,10066.89,5.2,5.2,0.0,13.0,20.7,42.1,196,3.32,0.72
Leipzig,51.3406321,12.3747329,2024-02-10,55,14.0,8.3,10.0,12.7,5.8,8.0,2024-02-10T06:33,2024-02-10T16:15,34886.62,21750.76,1.9,1.9,0.0,5.0,14.9,25.6,123,5.5,0.78
Leipzig,51.3406321,12.3747329,2024-02-11,61,8.4,6.0,7.6,6.5,3.8,5.2,2024-02-11T06:32,2024-02-11T16:17,35106.11,0.0,8.9,8.9,0.0,14.0,19.1,35.6,294,1.79,0.31
Leipzig,51.3406321,12.3747329,2024-02-12,55,9.2,3.8,6.6,5.5,0.5,3.2,2024-02-12T06:30,2024-02-12T16:18,35327.11,29706.93,2.9,2.9,0.0,6.0,20.9,38.9,262,5.48,0.68
Leipzig,51.3406321,12.3747329,2024-02-13,51,8.5,2.4,4.6,4.0,-1.3,0.7,2024-02-13T06:28,2024-02-13T16:20,35549.39,28563.11,0.1,0.1,0.0,1.0,19.6,36.7,248,7.62,0.99
Leipzig,51.3406321,12.3747329,2024-02-14,53,10.8,3.8,7.7,7.7,0.0,4.0,2024-02-14T06:26,2024-02-14T16:22,35772.72,8184.01,3.1,3.1,0.0,6.0,19.6,35.3,213,4.0,0.97
Leipzig,51.3406321,12.3747329,2024-02-15,53,14.4,8.3,10.6,13.1,5.5,8.4,2024-02-15T06:24,2024-02-15T16:24,35996.91,12945.27,1.3,1.3,0.0,6.0,16.4,31.3,209,5.35,0.83
Leipzig,51.3406321,12.3747329,2024-02-16,61,16.4,8.2,11.8,14.1,5.0,9.2,2024-02-16T06:22,2024-02-16T16:26,36221.73,22860.01,4.3,4.3,0.0,6.0,16.2,29.9,203,6.02,1.3
Leipzig,51.3406321,12.3747329,2024-02-17,63,12.2,2.8,8.8,9.2,0.2,6.0,2024-02-17T06:20,2024-02-17T16:28,36446.99,18435.69,4.1,4.1,0.0,7.0,19.4,36.7,299,5.78,0.89
